"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B00151F5CB","上海中医药大学附属光华医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","[]","121.422566","31.204913","121.41792792120962","31.206769333196068","021-62805833","上海市","上海市","长宁区"
"B00151E68A","上海中医药大学附属曙光医院(东院)","医疗保健服务;综合医院;三级甲等医院","090101","[]","张衡路528号","121.593893","31.186407","121.58969414206672","31.188630421546065","021-53821650","上海市","上海市","浦东新区"
"B00155MS7I","上海交通大学医学院附属仁济医院北院","医疗保健服务;综合医院;三级甲等医院","090101","[]","灵山路845号","121.551162","31.23258","121.54689615415079","31.234733899115962","021-20284500;021-66799230","上海市","上海市","浦东新区"
"B00150FA66","龙华医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","宛平南路725号","121.450586","31.187994","121.44599976912276","31.189900729509816","021-64385700","上海市","上海市","徐汇区"
"B001520784","上海中医药大学附属岳阳中西医结合医院主院区","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号","121.489017","31.289026","121.4845413162712","31.29098656245278","021-65161782","上海市","上海市","虹口区"
"B0FFI8OAL5","麻醉与重症医学科","医疗保健服务;综合医院;三级甲等医院","090101","[]","控江路1665号上海交通大学医学院附属新华医院8号楼3层","121.518298","31.273734","121.51392844374939","31.275787899413242","[]","上海市","上海市","杨浦区"
"B0FFG7BMXE","上海东方医院口腔科","医疗保健服务;综合医院;三级甲等医院","090101","[]","即墨路150号(浦东南路地铁站3A口步行140米)","121.512760","31.237892","121.50837400722428","31.239945506878584","[]","上海市","上海市","浦东新区"
"B0FFF5RB0L","复旦大学附属中山医院东院区","医疗保健服务;综合医院;三级甲等医院","090101","[]","斜土路1609号","121.45652","31.197196","121.45194828830633","31.19911099684781","[]","上海市","上海市","徐汇区"
"B0FFG4Y7L9","上海交通大学医学院附属新华医院(东3门)","医疗保健服务;综合医院;三级甲等医院","090101","[]","控江路1665号(江浦路地铁站6号口步行110米)","121.519142","31.273012","121.51477543133379","31.27506861919396","[]","上海市","上海市","杨浦区"
"B0FFGSGF7O","上海市中医医院肝科病房","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274号3层","121.471167","31.259083","121.46663330236657","31.261005560429464","[]","上海市","上海市","静安区"
"B0FFFZXYO5","上海交通大学医学院附属第九人民医院南院南区门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","瞿溪路500号(西藏南路地铁站5号口步行420米)","121.487349","31.20169","121.48287488139229","31.203684723020444","[]","上海市","上海市","黄浦区"
"B00155I2ON","上海交通大学医学院附属瑞金医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","淮海中路1174-1号(近地铁1号线常熟路站)","121.45366","31.214983","121.44907919047695","31.216883070639817","021-64717398","上海市","上海市","徐汇区"
"B00156EHM8","武警上海市总队医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","虹许路831号","121.387952","31.192611","121.38330888683501","31.194468701919906","[]","上海市","上海市","长宁区"
"B0FFIIT8UE","复旦大学附属妇产科医院急诊","医疗保健服务;专科医院;妇科医院|医疗保健服务;综合医院;三级甲等医院|医疗保健服务;急救中心;急救中心","090209|090101|090400","[]","沈阳路128号复旦大学附属妇产科医杨浦院区内","121.533971","31.259307","121.52965452312422","31.261409703074715","[]","上海市","上海市","杨浦区"
"B00155MUAT","上海市第一妇婴保健院东院","医疗保健服务;综合医院;三级甲等医院|医疗保健服务;专科医院;专科医院","090101|090200","[]","高科西路2699号(芳华路地铁站3号出口步行360米)","121.549943","31.189245","121.54567769812924","31.19141720940185","021-20261000","上海市","上海市","浦东新区"
"B001558EIW","上海中医药大学附属曙光医院东院住院部","医疗保健服务;综合医院;三级甲等医院","090101","[]","张衡路528号上海中医药大学附属曙光医院内","121.593537","31.186183","121.58933801426502","31.188406471986415","[]","上海市","上海市","浦东新区"
"B0FFH1G56A","上海第九人民医院挂号处","医疗保健服务;综合医院;三级甲等医院","090101","[]","瞿溪路500号(西藏南路地铁站5号口步行410米)","121.487504","31.201646","121.48303043152143","31.203641200434813","[]","上海市","上海市","黄浦区"
"B0H2F5LWGJ","上海市第一人民医院北部南区","医疗保健服务;综合医院;三级甲等医院","090101","[]","海宁路与峨嵋路交叉口北120米","121.489197","31.253270","121.48472501224269","31.25524621569008","[]","上海市","上海市","虹口区"
"B0H2F5KMXX","上海市第一人民医院北部北区","医疗保健服务;综合医院;三级甲等医院","090101","[]","哈尔滨路与九龙路交叉口南80米","121.488848","31.253837","121.48437472601867","31.25581193388317","[]","上海市","上海市","虹口区"
"B0FFG95WEC","上海市第一人民医院肠道门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","海宁路100号(四川北路地铁站2号口步行490米)","121.488752","31.253298","121.48427843185532","31.255272887551307","[]","上海市","上海市","虹口区"
"B0FFGNTZNH","上海交通大学医学院附属第九人民医院2号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路639号(西藏南路地铁站4号口步行460米)","121.486330","31.202051","121.48185226666202","31.204042555921536","[]","上海市","上海市","黄浦区"
"B0FFGE55AR","同济大学附属上海市肺科医院应急洗消","医疗保健服务;综合医院;三级甲等医院","090101","[]","政民路与武东路交叉口东北200米","121.502731","31.301674","121.49830357634983","31.303670585864783","[]","上海市","上海市","杨浦区"
"B0FFGYZ5VI","瑞金医院3舍","医疗保健服务;综合医院;三级甲等医院","090101","[]","瑞金二路197号","121.466583","31.212944","121.46203894903718","31.21487565467527","[]","上海市","上海市","黄浦区"
"B0HGOHU4BC","上海市肺科医院放射科","医疗保健服务;综合医院;三级甲等医院","090101","[]","相伯路与日月西路交叉口北360米","121.501694","31.301848","121.49726280973455","31.30384140131365","[]","上海市","上海市","杨浦区"
"B0FFGNTZ1N","上海交通大学医学院附属第九人民医院综合服务部","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路639号","121.485642","31.202912","121.48116178161983","31.204901123992144","[]","上海市","上海市","黄浦区"
"B0FFHLVL7M","上海市医疗急救中心十院分站","医疗保健服务;综合医院;三级甲等医院","090101","[]","上海市第十人民医院东门(延长路地铁站4号口步行180米)","121.453905","31.273098","121.4493197954067","31.274972502083546","[]","上海市","上海市","静安区"
"B00155747I","华东医院闵行分院门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","梅陇镇春申路2869号华东医院","121.407111","31.107896","121.40247088780022","31.109794220177502","[]","上海市","上海市","闵行区"
"B0FFGTOIHH","复旦大学附属华山医院东院住院","医疗保健服务;综合医院;三级甲等医院","090101","[]","红枫路525号","121.596609","31.240081","121.59240661287743","31.24227909381965","[]","上海市","上海市","浦东新区"
"B00155G95B","复旦大学附属儿科医院康复科","医疗保健服务;综合医院;三级甲等医院","090101","[]","万源路399号闵行区妇幼保健院3层","121.393304","31.140354","121.38866235714372","31.142235901921797","[]","上海市","上海市","闵行区"
"B001570WE3","上海中医药大学附属上海市中西医结合医院急诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","保定路230号上海中医药大学附属上海市中西医结合医院内","121.511157","31.257427","121.5067636496428","31.259467067563207","[]","上海市","上海市","虹口区"
"B0FFGQWEYP","上海市中医医院急诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274上海市中医医院3","121.471145","31.259494","121.46661119675983","31.26141632302916","[]","上海市","上海市","静安区"
"B0FFGSGF8E","上海市中医医院4","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274","121.470969","31.259333","121.46643464931486","31.261254923807435","[]","上海市","上海市","静安区"
"B0FFGZI9MY","上海中医药大学附属岳阳中西医结合医院7","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号附近","121.488402","31.289509","121.48392409523717","31.291467550224848","[]","上海市","上海市","虹口区"
"B001574RH4","岳阳医院名医特诊部","医疗保健服务;综合医院;三级甲等医院","090101","[]","青海路44号(南京西路地铁站5号口步行320米)","121.464108","31.229923","121.45955502267081","31.231840428158343","021-62536300","上海市","上海市","静安区"
"B0FFGX71SR","上海市第一人民医院北部南区门急诊楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","海宁路100号","121.488972","31.253081","121.48449923024185","31.255056633477754","[]","上海市","上海市","虹口区"
"B0FFGNTZKD","上海交通大学医学院附属第九人民医院临床转化医学中心办公室","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路上海交通大学医学院附属第九人民医院","121.485408","31.203357","121.48092692499117","31.205345224335698","[]","上海市","上海市","黄浦区"
"B0FFGEX0S0","中国福利会国际和平妇幼保健院住院部2号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","华山路1961号中国福利会国际和平妇幼保健院内","121.438305","31.196075","121.43369126283372","31.197955305385857","[]","上海市","上海市","徐汇区"
"B0FFGBC04Y","上海中医药大学附属岳阳中西医结合医院2号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号","121.489851","31.288656","121.48537831078708","31.290619181624898","[]","上海市","上海市","虹口区"
"B0FFGZI9NQ","上海中医药大学附属岳阳中西医结合医院16","医疗保健服务;综合医院;三级甲等医院","090101","[]","东体育会路773号附近","121.489601","31.288381","121.48512744534763","31.290343552176513","[]","上海市","上海市","虹口区"
"B0GK9HPU4I","上海中医药大学附属岳阳中西医结合医院特诊部","医疗保健服务;综合医院;三级甲等医院","090101","[]","大柏树立交桥与曲阳路交叉口西120米","121.489564","31.288321","121.48509031897244","31.290283466893452","[]","上海市","上海市","虹口区"
"B0FFGSGF8Y","上海市中医医院2","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274","121.471445","31.259511","121.4669121540484","31.261434117057682","[]","上海市","上海市","静安区"
"B0GKH71OWT","上海中医药大学附属岳阳中西医结合医院膏方门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","东体育会路上海中医药大学附属岳阳中西医结合医院","121.489861","31.288562","121.48538835439982","31.290525249345073","[]","上海市","上海市","虹口区"
"B0FFHK55R7","上海市儿童医院GCP档案室","医疗保健服务;综合医院;三级甲等医院","090101","[]","北京西路1314-1320号附近","121.448914","31.229261","121.4443201472686","31.231144487572355","[]","上海市","上海市","静安区"
"B0FFGSGF9K","上海市中医医院3","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274","121.471273","31.259470","121.46673960758915","31.26139267514562","[]","上海市","上海市","静安区"
"B0FFFDCUZK","上海九院特需门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路639号","121.485510","31.202868","121.48102932349448","31.204856759791387","[]","上海市","上海市","黄浦区"
"B0FFGBBS98","上海市中医医院3号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路上海市中医医院","121.471137","31.259466","121.46660317363775","31.26138831385519","[]","上海市","上海市","静安区"
"B0FFGBC06J","上海中医药大学附属岳阳中西医结合医院5号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号","121.488713","31.288822","121.48423625572167","31.29078174645113","[]","上海市","上海市","虹口区"
"B0FFGBBW1H","上海中医药大学附属岳阳中西医结合医院15号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路上海中医药大学附属岳阳中西医结合医院","121.488039","31.289600","121.48355980304437","31.29155744272208","[]","上海市","上海市","虹口区"
"B0FFGETYXO","上海交通大学医学院附属上海儿童医学中心住院部","医疗保健服务;综合医院;三级甲等医院","090101","[]","北园路101号(上海儿童医学中心地铁站3号口步行330米)","121.523629","31.205893","121.51928341930959","31.20799269546936","021-38626161","上海市","上海市","浦东新区"
"B00155MYLX","上海市中医医院芷江中路院区住院部","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274号上海市中医医院内","121.471829","31.258992","121.46729742952981","31.260916371532495","021-56639828","上海市","上海市","静安区"
"B0FFGBBY10","上海中医药大学附属岳阳中西医结合医院7号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路205附近","121.488294","31.289179","121.48381574117552","31.29113736493658","[]","上海市","上海市","虹口区"
"B0FFGBBUKA","上海市中医医院2号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","芷江中路274号附近","121.471865","31.259346","121.46733351465653","31.261270314194444","[]","上海市","上海市","静安区"
"B0FFGPRV9T","同济大学附属上海市肺科医院信息管理处技术支持中心办公室","医疗保健服务;综合医院;三级甲等医院","090101","[]","政民路507号6F上海市肺科医院-上海市职业病医院附近","121.501725","31.303549","121.49729377708593","31.30554183094129","[]","上海市","上海市","杨浦区"
"B0FFHMLJDW","上海中医药大学附属岳阳中西医结合医院门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号","121.488189","31.289154","121.48371037176729","31.291112065309797","[]","上海市","上海市","虹口区"
"B0FFGYZ62N","复旦大学附属眼耳鼻喉科医院10","医疗保健服务;综合医院;三级甲等医院","090101","[]","襄阳南路426附近","121.453472","31.208646","121.44889125281095","31.210548696882107","[]","上海市","上海市","徐汇区"
"B001571JEB","同济大学附属同济医院检验楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","新村路389号","121.431916","31.266781","121.42728501629982","31.268619470129483","[]","上海市","上海市","普陀区"
"B0FFHGMHPS","上海交通大学医学院附属第九人民医院南院8","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路与汝南街交叉口东北80米","121.485711","31.203383","121.48123098293311","31.205372096753866","[]","上海市","上海市","黄浦区"
"B0FFHGMJ9U","上海交通大学医学院附属第九人民医院南院6","医疗保健服务;综合医院;三级甲等医院","090101","[]","南塘浜路40附近","121.486633","31.202638","121.48215628073419","31.204630158551836","[]","上海市","上海市","黄浦区"
"B0FFKBZ08W","上海市第七人民医院专家门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","大同路358号","121.578611","31.342838","121.57438704877335","31.344986815355213","[]","上海市","上海市","浦东新区"
"B0GKH724G8","上海公卫中心中山医院南院康复随访门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","水电路与同心路交叉口北160米","121.470755","31.273467","121.46621875067962","31.275382308705748","[]","上海市","上海市","虹口区"
"B0FFHFHPSM","第十人民医院门诊大楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","延长中路301号(延长路地铁站3号口步行190米)","121.453780","31.271203","121.44919463515555","31.273078030340187","[]","上海市","上海市","静安区"
"B0G01SRYFS","上海市第十人民医院急诊部","医疗保健服务;综合医院;三级甲等医院","090101","[]","延长中路(延长路地铁站3号口步行180米)","121.454145","31.271180","121.44956058628992","31.273055833860468","[]","上海市","上海市","静安区"
"B0FFGBBVCM","上海市中医医院5号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","通阁路133-1临附近","121.471070","31.259092","121.46653599207066","31.261014297782058","[]","上海市","上海市","静安区"
"B0FFF5RRC0","同济大学附属同济医院急诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","新村路389号上海市同济医院内","121.430687","31.266302","121.42605415803096","31.268139091029937","[]","上海市","上海市","普陀区"
"B0FFGL0I95","复旦大学附属中山医院东院区15","医疗保健服务;综合医院;三级甲等医院","090101","[]","小木桥路248附近","121.457631","31.197494","121.45306228601582","31.199411381264504","[]","上海市","上海市","徐汇区"
"B0FFGIPRO2","上海中医药大学附属岳阳中西医结合医院主院区发热门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号上海中医药大学附属岳阳中西医结合医院内","121.487719","31.289276","121.48323869989734","31.29123263085951","[]","上海市","上海市","虹口区"
"B0FFK7EPHR","上海中医药大学附属岳阳中西医结合医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号岳阳医院3号楼3楼","121.488998","31.289059","121.48452224604034","31.291019492916035","[]","上海市","上海市","虹口区"
"B0H1A535N7","上海市肺科医院病案统计室","医疗保健服务;综合医院;三级甲等医院","090101","[]","国定路与国定支路交叉口西南300米","121.502659","31.302997","121.49823120331202","31.304992852928184","[]","上海市","上海市","杨浦区"
"B0FFI335LA","上海市第七人民医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","大同路与石家街交叉口西北40米","121.579125","31.343208","121.57490162187732","31.345357119499067","[]","上海市","上海市","浦东新区"
"B0FFHD00ZR","上海中医药大学附属岳阳中西医结合医院门诊膏方制作室","医疗保健服务;综合医院;三级甲等医院","090101","[]","腾克路上海中医药大学附属岳阳中西医结合医院","121.489128","31.289753","121.48465264795196","31.291713596882765","[]","上海市","上海市","虹口区"
"B0FFGJSF7U","复旦大学附属眼耳鼻喉科医院9号楼","医疗保健服务;专科医院;眼科医院|医疗保健服务;综合医院;三级甲等医院","090203|090101","[]","汾阳路83号复旦大学附属眼耳鼻喉科医院9号楼","121.453695","31.208865","121.44911480996484","31.210768073619825","[]","上海市","上海市","徐汇区"
"B00155KD8H","上海中医药大学附属岳阳中西医结合医院主院区急诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号上海中医药大学附属岳阳中西医结合医院内","121.488384","31.288818","121.48390609065041","31.290776776586426","021-65161782","上海市","上海市","虹口区"
"B0FFHD17YP","上海中医药大学附属岳阳中西医结合医院主院区儿科门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号上海中医药大学附属岳阳中西医结合医院主院区","121.488276","31.289043","121.4837976891123","31.291001366845798","[]","上海市","上海市","虹口区"
"B0FFHK55KL","上海市儿童医院GCP机构办公室","医疗保健服务;综合医院;三级甲等医院","090101","[]","北京西路1314-1320号附近","121.448915","31.229255","121.44432115017526","31.231138492347892","[]","上海市","上海市","静安区"
"B0FFHD183M","上海中医药大学附属岳阳中西医结合医院主院区肠道门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号上海中医药大学附属岳阳中西医结合医院主院区","121.487694","31.289415","121.48321359970208","31.2913715010514","[]","上海市","上海市","虹口区"
"B0FFHMWN0L","上海第九人民医院脱发植发室","医疗保健服务;综合医院;三级甲等医院","090101","[]","制造局路639号","121.485828","31.202783","121.48134844391106","31.204772730395252","[]","上海市","上海市","黄浦区"
"B0H3RSEZTW","上海中医药大学附属岳阳中西医结合医院主院区病房楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路110号上海中医药大学附属岳阳中西医结合医院病房B楼","121.488901","31.288643","121.48442493757058","31.290603374521922","[]","上海市","上海市","虹口区"
"B00156GWML","爱婴医院(衡山路)","医疗保健服务;综合医院;三级甲等医院|医疗保健服务;专科医院;专科医院","090101|090200","[]","衡山路910号(徐家汇地铁站15号口步行100米)","121.438489","31.196565","121.4338755698395","31.19844535665765","021-64070434","上海市","上海市","徐汇区"
"B0FFH5CX4W","生殖医学中心","医疗保健服务;综合医院;三级甲等医院","090101","[]","小木桥路260号15号楼4-5楼","121.457611","31.197476","121.4530422327237","31.199393344188984","[]","上海市","上海市","徐汇区"
"B001558EIS","上海中医药大学附属曙光医院贵宾楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","张衡路528号上海中医药大学附属曙光医院","121.595078","31.187178","121.59087951901954","31.189401200645968","[]","上海市","上海市","浦东新区"
"B0H06ZAVDR","上海市第七人民医院门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","大同路与石家街交叉口西80米","121.578562","31.343243","121.57433795683754","31.3453916337223","[]","上海市","上海市","浦东新区"
"B0FFGL0AAP","复旦大学附属中山医院东院区19号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","枫林路179号","121.456057","31.197825","121.45148398810383","31.19973864545196","[]","上海市","上海市","徐汇区"
"B0FFGL090L","复旦大学附属中山医院东院区16号楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","斜土路与枫林路交叉口东北100米","121.456552","31.196519","121.45198043316918","31.19843440165923","[]","上海市","上海市","徐汇区"
"B0FFFDDEAZ","同济大学附属上海市肺科医院中心发药站","医疗保健服务;综合医院;三级甲等医院","090101","[]","政民路507号7号楼2楼","121.501167","31.303254","121.4967337830223","31.30524526817276","[]","上海市","上海市","杨浦区"
"B001574FHO","上海市儿童医院-综合楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","北京西路1400弄24号","121.448830","31.229743","121.44423590516874","31.23162609685355","[]","上海市","上海市","静安区"
"B00156EKH8","岳阳医院","医疗保健服务;综合医院;三级甲等医院","090101","[]","青海路44号(南京西路地铁站5号口步行280米)","121.463923","31.230142","121.45936945392613","31.23205886687942","[]","上海市","上海市","静安区"
"B0FFHQAF33","第二军医大学附属长征医院(凤阳路院)","医疗保健服务;综合医院;三级甲等医院","090101","[]","凤阳路与成都北路辅路交叉口东20米","121.467033","31.233021","121.46248859823996","31.23494439626484","[]","上海市","上海市","黄浦区"
"B0FFH0OD7V","上海交通大学医学院附属第九人民医院眼科","医疗保健服务;综合医院;三级甲等医院|医疗保健服务;专科医院;眼科医院","090101|090203","[]","瞿溪路500号","121.485117","31.203060","121.48063493348766","31.20504751968962","[]","上海市","上海市","黄浦区"
"B0FFH8I17Z","上海儿童医学中心血液·肿瘤中心","医疗保健服务;综合医院;三级甲等医院","090101","[]","东方路1678号","121.522333","31.206367","121.5179829920555","31.208462850159737","021-38626161","上海市","上海市","浦东新区"
"B0FFGL0MAM","中山医院东院区-心血管病肝脏肿瘤门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","斜土路1609号","121.456654","31.196554","121.45208270586657","31.198469615243337","[]","上海市","上海市","徐汇区"
"B0H1ZA7Q3U","上海市第七人民医院肝炎门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","大同路与石家街交叉口西北160米","121.578048","31.343925","121.57382328146635","31.34607295379075","[]","上海市","上海市","浦东新区"
"B0FFH2DX6T","上海市同济医院同康楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","新村路389号","121.430778","31.267023","121.42614523325598","31.26885989789041","[]","上海市","上海市","普陀区"
"B0HK6S7QH3","岳阳医院门诊综合楼(建设中)","医疗保健服务;综合医院;三级甲等医院","090101","[]","甘河路与中山北一路辅路交叉口东南160米","121.488163","31.289233","121.48368427302398","31.291190956679003","[]","上海市","上海市","虹口区"
"B0H06ZE92Y","上海市第七人民医院病房楼","医疗保健服务;综合医院;三级甲等医院","090101","[]","大同路与石家街交叉口西北120米","121.578411","31.343582","121.57418674831018","31.345730387350432","[]","上海市","上海市","浦东新区"
"B0FFFDDECZ","上海市肺科医院结核门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","政民路507号上海市肺科医院","121.502971","31.301389","121.4985444686954","31.303386418358965","[]","上海市","上海市","杨浦区"
"B0FFFDDECU","上海市肺科医院发热门诊","医疗保健服务;综合医院;三级甲等医院","090101","[]","政民路507号上海市肺科医院","121.502198","31.300795","121.49776872295597","31.30279032856993","[]","上海市","上海市","杨浦区"
