"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0FFG8ZE3Y","上海虹桥站(北3出发)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥火车站地铁站A出口东200米","121.32147","31.194845","121.31694507401501","31.19680182630049","[]","上海市","上海市","闵行区"
"B0FFG8ZG69","上海虹桥站(南18出发)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥火车站地铁站南1入口南50米","121.319353","31.193283","121.31483298480332","31.195244600161608","[]","上海市","上海市","闵行区"
"B0FFHJRKRS","上海站(检票口1-4)","交通设施服务;火车站;进站口/检票口","150202","[]","秣陵路303号上海站2F层(上海火车站地铁站6号口旁)","121.456793","31.250449","121.45221742523864","31.252339707314917","[]","上海市","上海市","静安区"
"B0FFFXR1EN","上海南站第二售票处","交通设施服务;火车站;售票|生活服务;售票处;售票处","150205|070300","[]","沪闵路9001号上海南站二层","121.429221","31.152286","121.42459590624385","31.15417592183187","[]","上海市","上海市","徐汇区"
"B0FFHJRKYJ","上海南站(金山铁路进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","沪闵路9001号上海南站B1层","121.429775","31.152283","121.42515071069914","31.15417359418682","[]","上海市","上海市","徐汇区"
"B0FFGBCPMO","上海虹桥站(北11出发)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥火车站地铁站A出口步行260米","121.320445","31.194797","121.31592239449525","31.196755791650546","[]","上海市","上海市","闵行区"
"B0FFFRMGYD","上海南站(2层1号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","沪闵路9001号上海南站(上海南站地铁站4入口步行120米)","121.428658","31.153873","121.4240319675252","31.155761422216223","[]","上海市","上海市","徐汇区"
"B0FFGBF0G2","上海南站(B1西南出站口)","交通设施服务;火车站;出站口","150203","[]","上海南站地铁站3号口步行130米","121.429821","31.152051","121.42519679831149","31.153941772204625","[]","上海市","上海市","徐汇区"
"B0FFG8ZG5F","上海虹桥站(北7出发)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.321141","31.194825","121.31661681987099","31.196782460027574","[]","上海市","上海市","闵行区"
"B0FFF2OKPU","上海南站(金山铁路出站口)","交通设施服务;火车站;出站口","150203","[]","沪闵路9001号上海南站B1层","121.429842","31.152175","121.42521781839933","31.154065732873622","[]","上海市","上海市","徐汇区"
"B0FFG8S5S5","上海虹桥站(北13出发)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥火车站地铁站A出口步行270米","121.320246","31.194804","121.31572384289146","31.19676316447289","[]","上海市","上海市","闵行区"
"B0FFG8ZE2P","上海南站(2层5号东进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.430526","31.153578","121.42590271376999","31.155468846025123","[]","上海市","上海市","徐汇区"
"B0FFG8ZE5I","上海南站(2层1号东进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","上海南站地铁站4入口步行80米","121.428917","31.154006","121.42429132244817","31.15589465817227","[]","上海市","上海市","徐汇区"
"B0FFG8S5S1","上海南站(2层2号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.428315","31.153230","121.4236885433558","31.15511835879414","[]","上海市","上海市","徐汇区"
"B0FFG8ZFOB","上海南站(2层6号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.429077","31.152300","121.42445169859143","31.154189742321808","[]","上海市","上海市","徐汇区"
"B0FFG8ZFNF","上海南站(2层5号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.428772","31.152423","121.42414625421353","31.15431231613485","[]","上海市","上海市","徐汇区"
"B0FFG8S5RW","上海南站(2层4号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","[]","121.428634","31.152488","121.42400805392161","31.154377119738555","[]","上海市","上海市","徐汇区"
"B00154NJCT","桃浦站","交通设施服务;火车站;货运火车站","150210","[]","南大路319号","121.391436","31.299502","121.38678140758874","31.30131012571962","[]","上海市","上海市","宝山区"
"B00150B576","叶榭站","交通设施服务;火车站;火车站","150200","[]","[]","121.329633","30.940084","121.32511129174307","30.942168226096975","[]","上海市","上海市","松江区"
"B0FFF3ATIC","上海站第一自助售(取)票处","交通设施服务;火车站;售票","150205","[]","秣陵路303号上海站1F层","121.455416","31.248501","121.45083689637967","31.2503894797727","[]","上海市","上海市","静安区"
"B00156GS5R","车墩站","交通设施服务;火车站;火车站","150200","[]","[]","121.32076","31.005343","121.31625285787311","31.00740553135003","[]","上海市","上海市","松江区"
"B0FFFDD61G","上海虹桥站(B1东2进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","申昆路1500号(虹桥2号航站楼地铁站入口步行400米)","121.322885","31.194018","121.31835693837779","31.19597254468696","[]","上海市","上海市","闵行区"
"B0FFMEX3HE","安亭西站","交通设施服务;火车站;火车站","150200","[]","[]","121.156483","31.311301","121.15192119930502","31.313167762702907","[]","上海市","上海市","嘉定区"
"B0FFFDD61S","上海虹桥站(B1东1进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥2号航站楼地铁站出口步行390米","121.322861","31.194331","121.3183329660048","31.196285436011323","[]","上海市","上海市","闵行区"
"B0FFFDD615","上海虹桥站(B1东3进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥2号航站楼地铁站入口步行410米","121.322871","31.193763","121.31834299200564","31.195717697156997","[]","上海市","上海市","闵行区"
"B0FFFDD62F","上海虹桥站(2层东2出入口)","交通设施服务;火车站;进站口/检票口","150202","[]","申昆路1500号2层(虹桥2号航站楼地铁站入口步行400米)","121.322722","31.193749","121.31819433125904","31.195703987666406","[]","上海市","上海市","闵行区"
"B0GR1CXLZW","上海东站(建设中)","交通设施服务;火车站;火车站","150200","[]","祝桥镇","121.790392","31.117917","121.78607240033283","31.120017995531338","[]","上海市","上海市","浦东新区"
"B0FFF3ATI9","上海站第二自助售票处","交通设施服务;火车站;售票","150205","[]","秣陵路303号上海站1F层","121.456055","31.248277","121.45147762228997","31.25016700712824","[]","上海市","上海市","静安区"
"B0FFKCJPLN","李家塘站","交通设施服务;火车站;火车站","150200","[]","李家塘","121.360395","31.111429","121.35579421780588","31.11335935816042","[]","上海市","上海市","闵行区"
"B00156GQFO","春申站","交通设施服务;火车站;火车站","150200","[]","站前路","121.354364","31.079128","121.34977722308412","31.081085910651755","[]","上海市","上海市","松江区"
"B00156TLZY","新桥站","交通设施服务;火车站;火车站","150200","[]","新桥镇东路","121.323765","31.059148","121.31924647593591","31.061173499296604","[]","上海市","上海市","松江区"
"B0HAFHTAXH","杨行站","交通设施服务;火车站;货运火车站","150210","[]","江杨北路899号","121.451741","31.374641","121.44714144848169","31.376473708781024","[]","上海市","上海市","宝山区"
"B00156GBUQ","金山园区站","交通设施服务;火车站;火车站","150200","[]","漕泾镇天工路","121.368092","30.829888","121.36350269077096","30.831971076686347","[]","上海市","上海市","金山区"
"B0FFG3XVXI","安亭站","交通设施服务;火车站;货运火车站","150210","[]","安亭镇塔山路","121.178336","31.305106","121.17381882586432","31.307015812179248","[]","上海市","上海市","嘉定区"
"B0FFHJZXSI","虹桥综合交通枢纽自动售票3","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽B1层","121.320310","31.194135","121.31578775582622","31.19609437326053","[]","上海市","上海市","闵行区"
"B0FFHJZXSJ","虹桥综合交通枢纽自动售票4","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽B1层","121.320321","31.193929","121.31579874865591","31.195888454081167","[]","上海市","上海市","闵行区"
"B0FFH6YP6K","新桥站售票处","交通设施服务;火车站;售票","150205","[]","新桥镇东路","121.323405","31.059285","121.31888728085683","31.061311106956644","[]","上海市","上海市","松江区"
"B0FFG8MQK5","虹桥综合交通枢纽上海虹桥站1站台","交通设施服务;火车站;站台","150204","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站1F层","121.322396","31.193702","121.31786907459977","31.195657631026155","[]","上海市","上海市","闵行区"
"B0FFG8MSME","虹桥综合交通枢纽上海虹桥站6-7站台","交通设施服务;火车站;站台","150204","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站1F层","121.321653","31.194652","121.31712767639274","31.196608574129804","[]","上海市","上海市","闵行区"
"B0FFG8MQR1","虹桥综合交通枢纽上海虹桥站8-9站台","交通设施服务;火车站;站台","150204","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站1F层","121.321434","31.194671","121.31690917037939","31.19662798032429","[]","上海市","上海市","闵行区"
"B0FFG8MRPJ","虹桥综合交通枢纽上海虹桥站(检票口2A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.322130","31.194415","121.31760361638896","31.1963707849969","[]","上海市","上海市","闵行区"
"B0FFG8MRPN","虹桥综合交通枢纽上海虹桥站(检票口3A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.322097","31.194411","121.31757069150552","31.196366849679663","[]","上海市","上海市","闵行区"
"B0FFG8MRPR","虹桥综合交通枢纽上海虹桥站(检票口4A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321890","31.194406","121.31736416085218","31.19636224539437","[]","上海市","上海市","闵行区"
"B0FFG8MRPV","虹桥综合交通枢纽上海虹桥站(检票口5A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321855","31.194404","121.31732924028896","31.196360312851397","[]","上海市","上海市","闵行区"
"B0FFG8MRPK","虹桥综合交通枢纽上海虹桥站(检票口2B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.322163","31.193792","121.3176365950061","31.19574802956463","[]","上海市","上海市","闵行区"
"B0FFG8MRPO","虹桥综合交通枢纽上海虹桥站(检票口3B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.322111","31.193785","121.31758471343618","31.195741131841828","[]","上海市","上海市","闵行区"
"B0FFG8MRPY","虹桥综合交通枢纽上海虹桥站(检票口6A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321666","31.194396","121.31714066890332","31.196352675634454","[]","上海市","上海市","闵行区"
"B0FFG8MRPS","虹桥综合交通枢纽上海虹桥站(检票口4B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321930","31.193784","121.3174041235625","31.195740476214773","[]","上海市","上海市","闵行区"
"B0FFG8MRQ1","虹桥综合交通枢纽上海虹桥站(检票口7A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321628","31.194395","121.31710275500603","31.1963517482534","[]","上海市","上海市","闵行区"
"B0FFG8MRPW","虹桥综合交通枢纽上海虹桥站(检票口5B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321895","31.193773","121.31736920377682","31.19572954812108","[]","上海市","上海市","闵行区"
"B0FFG8MRQ7","虹桥综合交通枢纽上海虹桥站(检票口9A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321410","31.194388","121.31688524892857","31.19634516533662","[]","上海市","上海市","闵行区"
"B0FFG8MRQ2","虹桥综合交通枢纽上海虹桥站(检票口7B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321665","31.193774","121.31713972446948","31.19573098433217","[]","上海市","上海市","闵行区"
"B0FFG8MRPZ","虹桥综合交通枢纽上海虹桥站(检票口6B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321701","31.193765","121.31717564374496","31.195721920437315","[]","上海市","上海市","闵行区"
"B0FFG8MRQ5","虹桥综合交通枢纽上海虹桥站(检票口8B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321472","31.193767","121.31694716186469","31.195724354033132","[]","上海市","上海市","闵行区"
"B0FFGBIEN0","上海南站(2层7号西进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","上海南站地铁站1号口步行470米","121.430098","31.152472","121.42547417047632","31.154362892298153","[]","上海市","上海市","徐汇区"
"B0FFG8ZG54","上海虹桥站2层东1(出入口)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥2号航站楼地铁站出口步行430米","121.322692","31.194289","121.31816435302342","31.196243778373326","[]","上海市","上海市","闵行区"
"B0FFIRUITY","上海南站售票窗口42-46","交通设施服务;火车站;售票","150205","[]","动力南三路与动力南四路交叉口西北200米","121.429265","31.152261","121.42463997170479","31.154150987733082","[]","上海市","上海市","徐汇区"
"B0FFHJRKRF","上海站(2检票口)","交通设施服务;火车站;进站口/检票口","150202","[]","秣陵路303号上海站2F层","121.455084","31.249777","121.4505039056788","31.251664176052195","[]","上海市","上海市","静安区"
"B0G26UM6FC","黄渡站","交通设施服务;火车站;货运火车站","150210","[]","金昌西路南","121.240514","31.294163","121.23608207302368","31.2961565114778","[]","上海市","上海市","嘉定区"
"B00156GI6A","封浜站","交通设施服务;火车站;货运火车站","150210","[]","封浜镇","121.289184","31.256510","121.28471936660823","31.25849253437489","[]","上海市","上海市","嘉定区"
"B0FFFXR1EM","售票处1(上海火车站南站)","交通设施服务;火车站;售票","150205","[]","老沪闵路289号上海火车站南站F2层","121.429710","31.154228","121.42508544678267","31.156117495782624","[]","上海市","上海市","徐汇区"
"B0FFHFC7G6","龙阳广场(检票口)","交通设施服务;火车站;进站口/检票口","150202","[]","龙阳路1980号龙阳广场F1层(龙阳路地铁站4号出口旁)","121.557161","31.203053","121.5529117670275","31.205232162514594","[]","上海市","上海市","浦东新区"
"B0FFHFJHT9","上海南站(B1东南出站口)","交通设施服务;火车站;出站口","150203","[]","石龙路750号(上海南站地铁站1号口步行400米)","121.430471","31.153070","121.42584767516468","31.15496104316732","[]","上海市","上海市","徐汇区"
"B0FFHB4EJ7","虹桥综合交通枢纽(东出口1)","交通设施服务;火车站;出站口","150203","[]","虹桥2号航站楼地铁站出口步行380米","121.322561","31.194663","121.3180336180896","31.196617843262754","[]","上海市","上海市","闵行区"
"B0FFHB4EFN","虹桥综合交通枢纽(到达北1)","交通设施服务;火车站;出站口","150203","[]","虹桥火车站地铁站北2入口步行420米","121.322209","31.194561","121.3176824248511","31.19651656288385","[]","上海市","上海市","闵行区"
"B0FFHB4EGC","虹桥综合交通枢纽(到达南1)","交通设施服务;火车站;出站口","150203","[]","虹桥2号航站楼地铁站入口步行480米","121.322276","31.193647","121.31774935133735","31.19560288633554","[]","上海市","上海市","闵行区"
"B0FFHB4EG6","虹桥综合交通枢纽(到达北2)","交通设施服务;火车站;出站口","150203","[]","虹桥火车站地铁站北2入口步行330米","121.320882","31.194512","121.31635843208339","31.196470104986957","[]","上海市","上海市","闵行区"
"B0FFHB4EG9","虹桥综合交通枢纽(到达北3)","交通设施服务;火车站;出站口","150203","[]","虹桥火车站地铁站北2入口步行240米","121.319754","31.194471","121.31523298040332","31.196431257795986","[]","上海市","上海市","闵行区"
"B0FFGPMN56","虹桥综合交通枢纽(2F出入口东1)","交通设施服务;火车站;出站口","150203","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.322773","31.194512","121.31824515015296","31.196466514285866","[]","上海市","上海市","闵行区"
"B0FFGPMN54","虹桥综合交通枢纽(2F出入口东2)","交通设施服务;火车站;出站口","150203","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.322817","31.193729","121.31828911744648","31.195683816728717","[]","上海市","上海市","闵行区"
"B0FFHB4EJC","虹桥综合交通枢纽上海虹桥站(北出口)","交通设施服务;火车站;出站口","150203","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.320429","31.194607","121.31590644688116","31.196565915534084","[]","上海市","上海市","闵行区"
"B0FFHJZXVA","虹桥综合交通枢纽(安检区域出口)","交通设施服务;火车站;出站口","150203","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.328532","31.193177","121.32399116095401","31.195121167516692","[]","上海市","上海市","闵行区"
"B0FFG56X70","上海南站8-9站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层","121.428899","31.152433","121.42427343335339","31.15432246099389","[]","上海市","上海市","徐汇区"
"B00156GQ2J","叶榭站售票处","交通设施服务;火车站;售票","150205","[]","叶榭镇叶权路叶榭站F1","121.329465","30.939696","121.32494370593461","30.94178077751588","[]","上海市","上海市","松江区"
"B0FFHJZXWA","虹桥综合交通枢纽上海虹桥站退票75-76","交通设施服务;火车站;退票","150206","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321887","31.193373","121.31736125617488","31.195329760779696","[]","上海市","上海市","闵行区"
"B0FFHB4EJR","虹桥综合交通枢纽上海虹桥站改签窗口71-74","交通设施服务;火车站;改签","150207","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321970","31.193393","121.31744406646835","31.19534959324949","[]","上海市","上海市","闵行区"
"B0FFH7QMX5","金山园区站售票厅","交通设施服务;火车站;售票","150205","[]","漕泾镇天工路金山园区站","121.368011","30.829933","121.36342181040874","30.83201615674072","[]","上海市","上海市","金山区"
"B0FFHJZXVG","虹桥综合交通枢纽改签窗口90-91","交通设施服务;火车站;改签","150207","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.319397","31.194705","121.31487676403584","31.196665815741262","[]","上海市","上海市","闵行区"
"B00156YKII","金山北站(进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","兴豪路1288号金山北站","121.089642","30.894230","121.08505749397074","30.896258295485147","[]","上海市","上海市","金山区"
"B0FFHB4EK5","虹桥综合交通枢纽上海虹桥站(检票口30A)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.318973","31.194173","121.31445376291904","31.196134876492994","[]","上海市","上海市","闵行区"
"B0FFHB4EK4","虹桥综合交通枢纽上海虹桥站(检票口30B)","交通设施服务;火车站;进站口/检票口","150202","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.318991","31.193856","121.31447174961892","31.195817998996954","[]","上海市","上海市","闵行区"
"B00156YKIK","叶榭站(进站口)","交通设施服务;火车站;进站口/检票口","150202","[]","叶榭镇叶政路东","121.329315","30.939852","121.32479403304828","30.941936972123138","[]","上海市","上海市","松江区"
"B0FFHJZXWJ","虹桥综合交通枢纽自动售票","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.321977","31.194585","121.31745094845441","31.19654099190883","[]","上海市","上海市","闵行区"
"B0FFHJZXWD","虹桥综合交通枢纽网络取票","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.322462","31.193439","121.31793494750241","31.195394635342723","[]","上海市","上海市","闵行区"
"B0FFHJZXSH","虹桥综合交通枢纽网络取票","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽B1层","121.320332","31.193783","121.31580973634513","31.195742505324528","[]","上海市","上海市","闵行区"
"B0FFHJZXSK","虹桥综合交通枢纽自动售票1","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽B1层","121.322503","31.194216","121.31797578793419","31.196171173945174","[]","上海市","上海市","闵行区"
"B0FFHJZXSM","虹桥综合交通枢纽自动售票2","交通设施服务;火车站;票务相关","150209","[]","虹桥路2550号虹桥综合交通枢纽B1层","121.322517","31.194009","121.31798977393062","31.195964249412953","[]","上海市","上海市","闵行区"
"B0FFHJZXVF","虹桥综合交通枢纽改签窗口81-88","交通设施服务;火车站;改签","150207","[]","虹桥路2550号虹桥综合交通枢纽F3层","121.319584","31.194712","121.31506334257398","31.196672459732916","[]","上海市","上海市","闵行区"
"B0FFG56X7R","上海南站(B1西北1出站口)","交通设施服务;火车站;出站口","150203","[]","沪闵路9001号上海南站B1层","121.428717","31.153451","121.42409108731752","31.155339712541227","[]","上海市","上海市","徐汇区"
"B00156GS6Q","春申站售票处","交通设施服务;火车站;售票","150205","[]","站前路附近","121.353956","31.079171","121.34937001243397","31.081129559169458","[]","上海市","上海市","松江区"
"B0FFHJZXWC","虹桥综合交通枢纽退票窗口79-80","交通设施服务;火车站;退票","150206","[]","虹桥路2550号虹桥综合交通枢纽F2层","121.319707","31.194716","121.31518606527523","31.19667622573769","[]","上海市","上海市","闵行区"
"B0FFH71TYK","南翔北站售票处","交通设施服务;火车站;售票","150205","[]","金昌西路","121.309359","31.281548","121.3048534156194","31.28348783132957","[]","上海市","上海市","嘉定区"
"B0FFIRUFEQ","上海站北广场铁路售票大厅","交通设施服务;火车站;售票","150205","[]","秣陵路303号上海站1F层(上海火车站地铁站6号口旁)","121.456856","31.250681","121.45228057610244","31.252571747471155","[]","上海市","上海市","静安区"
"B0FFFPX94M","顺恒国际商业广场世纪沪星影城售票处","交通设施服务;火车站;售票","150205","[]","沪星路289弄18号顺恒国际商业广场F1层","121.338921","31.163239","121.33435932034881","31.16517858092875","[]","上海市","上海市","闵行区"
"B0FFIIUTMM","虹桥综合交通枢纽上海虹桥站改签窗口81-92","交通设施服务;火车站;改签","150207","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.319402","31.194695","121.31488175364245","31.196655811245087","[]","上海市","上海市","闵行区"
"B0FFG56X6X","上海南站2-3站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层","121.430095","31.153954","121.42547103746398","31.155844112104297","[]","上海市","上海市","徐汇区"
"B0FFG56X6W","上海南站1站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层","121.429790","31.154043","121.42516558000426","31.155932690335213","[]","上海市","上海市","徐汇区"
"B0FFG56X6Y","上海南站4-5站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层","121.429917","31.153605","121.42529280468946","31.15549507537257","[]","上海市","上海市","徐汇区"
"B0FFG56X6Z","上海南站6-7站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层(上海南站地铁站3号口旁)","121.429261","31.152922","121.42463590859789","31.15481163632339","[]","上海市","上海市","徐汇区"
"B0FFG56X6V","上海南站10-11站台","交通设施服务;火车站;站台","150204","[]","沪闵路9001号上海南站1F层","121.429265","31.152421","121.42463995782319","31.154310903806735","[]","上海市","上海市","徐汇区"
"B0FFGR17WN","上海站(西南出站口)","交通设施服务;火车站;出站口","150203","[]","秣陵路303号上海站1层","121.453868","31.249144","121.4492847739304","31.25102879166348","[]","上海市","上海市","静安区"
"B0FFKL4O5L","虹桥综合交通枢纽上海虹桥站上铁旅行管家商务座候车区","交通设施服务;火车站;候车室","150201","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站F3层","121.321421","31.193370","121.31689631127303","31.195327646766035","[]","上海市","上海市","闵行区"
"B0FFG8MSPX","虹桥综合交通枢纽上海虹桥站4-5站台","交通设施服务;火车站;站台","150204","[]","虹桥路2550号虹桥综合交通枢纽上海虹桥站1F层","121.321887","31.194650","121.31736114673525","31.196606130827433","[]","上海市","上海市","闵行区"
"B0FFFSW9HM","上海站8候车室","交通设施服务;火车站;候车室","150201","[]","秣陵路303号上海站2F层(上海火车站地铁站5号口旁)","121.456125","31.249642","121.45154769212371","31.251531557200074","[]","上海市","上海市","静安区"
"B0FFHDGWT2","上海南站第1售票处(动力北一路)","交通设施服务;火车站;售票|生活服务;售票处;火车票代售点","150205|070302","[]","沪闵路9001号上海南站F2东北侧","121.429801","31.154077","121.4251765931913","31.15596668600204","[]","上海市","上海市","徐汇区"
"B0FFFSX9SY","上海站7候车室","交通设施服务;火车站;候车室","150201","[]","秣陵路303号上海站2F层","121.455292","31.249967","121.45071244023237","31.251854552636114","[]","上海市","上海市","静安区"
"B0FFFTYX9S","上海站12候车室","交通设施服务;火车站;候车室","150201","[]","秣陵路303号上海站2F层","121.456609","31.250546","121.45203291850196","31.252436247428744","[]","上海市","上海市","静安区"
"B0FFHJRKRQ","上海站军人候车室","交通设施服务;火车站;候车室","150201","[]","秣陵路303号上海站2F层(上海火车站地铁站5号口旁)","121.456271","31.249739","121.45169407629916","31.251628842522702","[]","上海市","上海市","静安区"
